VRSTA SMJESTAJA,PODRUCJE,LOKACIJA,BROJ SPAVACIH SOBA,BROJ KUPATILA,CIJENA,STAMBENA POVRSINA,ZEMLJISTE,PARKING MJESTA,OD MORA,NOVOGRADNJA,KLIMA,NASLOV,OPIS,OGLASIO,MOBILNI,BROJ OGLASA,ZADNJA PROMJENA,SLIKE,URL
Prodajem Hotel,Bar,Dobre Vode,Nema Podataka,Nema Podataka,"€300.000
									",Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Dobre Vode, Bar, €300.000",Porodični hotel se sastoji od 3 sprata.,https://barnekretnine.me/property/p...Bar Nekretnine,+382 69 348 793,2241302,"12 Jan, 2021",/c_images/2241302_1_6386-1-1.jpg,https://www.realitica.com/hr/listing/2241302
Prodajem Hotel,Bar,Dobre Vode,Nema Podataka,Nema Podataka,€750.000,510 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Dobre Vode, Bar, €750.000","D9-1172 Operativni mini hotel na prodaju u Dobrim Vodama, Barska Rivijera.",https://luxestate-montenegro.com/pr...Luxestate,+38268803380,2432849 (6240),"5 Jan, 2021","/c_images/2432849_1_whatsapp_image_2020-10-30_at_15.19.12_0.jpeg-itok-dNSKRyrf,/c_images/2432849_2_whatsapp_image_2020-10-30_at_15.19.11_1.jpeg-itok-FuxK2wPZ,/c_images/2432849_3_whatsapp_image_2020-10-30_at_15.19.11_2.jpeg-itok-jBB-6AMV,/c_images/2432849_4_whatsapp_image_2020-10-30_at_15.19.11_3.jpeg-itok-rgghb5qi",https://www.realitica.com/hr/listing/2432849
Prodajem Hotel,Budva,Nema Podataka,5,5,€1.100.000,400 m,600 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Budva, €1.100.000",K4-1246 Na prodaju mini hotel u Budvi na samo 200 metara od mora.,https://luxestate-montenegro.com/pr...Luxestate,+38268803380,2425529 (6071),"5 Jan, 2021","/c_images/2425529_1_hotel_0.jpg-itok-UeNDuVgK,/c_images/2425529_2_snimok_ekrana_2020-10-21_v_14.35.00.jpg-itok-LS9vNxfl,/c_images/2425529_3_snimok_ekrana_2020-10-21_v_14.35.01.jpg-itok-rqaoaAbK,/c_images/2425529_4_snimok_ekrana_2020-10-21_v_14.34.41.jpg-itok-VsUIY1rg",https://www.realitica.com/hr/listing/2425529
Prodajem Hotel,Budva Okolina,Bečići,Nema Podataka,Nema Podataka,€1.300.000,607 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Bečići, Budva Okolina, €1.300.000",K4-141 Na prodaju hotel u funkciji u Bečićima.,https://luxestate-montenegro.com/pr...Luxestate,+38268803380,2409775 (4271),"5 Jan, 2021","/c_images/2409775_1_izobrazhenie_viber_2020-03-02_12-32-30_0.jpg-itok-Ijvjvqhw,/c_images/2409775_2_izobrazhenie_viber_2020-03-02_12-32-34.jpg-itok-YD75ruk9,/c_images/2409775_3_izobrazhenie_viber_2020-03-02_12-32-346.jpg-itok-a5QJWLLQ,/c_images/2409775_4_izobrazhenie_viber_2020-03-02_12-32-32.jpg-itok-ODYtuumj",https://www.realitica.com/hr/listing/2409775
Prodajem Hotel,Budva Okolina,Bečići,Nema Podataka,Nema Podataka,€1.600.000,417 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Bečići, Budva Okolina, €1.600.000","K4-142 Prodaje se prostrani kameni hotel u Bečićima, samo 300 metara od mora.",https://luxestate-montenegro.com/pr...Luxestate,+38268803380,2409773 (4228),"5 Jan, 2021","/c_images/2409773_1_42_2.jpg-itok-BpxDz08o,/c_images/2409773_2_13_161.jpg-itok-royQ_KaT,/c_images/2409773_3_15_117.jpg-itok-cy3wZPl0,/c_images/2409773_4_20_28.jpg-itok-NzhQb9yS",https://www.realitica.com/hr/listing/2409773
Prodajem Hotel,Budva Okolina,Bečići,Nema Podataka,Nema Podataka,€6.250.000,2.200 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Bečići, Budva Okolina, €6.250.000","K4-140 Ovaj moderni hotel na prodaju nalazi se na Bečićima, samo 50 metara od mora.",https://luxestate-montenegro.com/pr...Luxestate,+38268803380,2256572 (3872),"5 Jan, 2021","/c_images/2256572_1_img_0400_2_0.jpg-itok-SFC4iOYV,/c_images/2256572_2_img_0406.jpg-itok--6GsE8Be,/c_images/2256572_3_img_0405_2.jpg-itok-EuoL8Y12,/c_images/2256572_4_img_0407_2.jpg-itok-FKpTPqMN",https://www.realitica.com/hr/listing/2256572
Prodajem Hotel,Bar,Ilino,Nema Podataka,Nema Podataka,"€330.000
									",Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Ilino, Bar, €330.000","Mini-hotel na prodaju u Ilino, Bar.",https://barnekretnine.me/property/m...Bar Nekretnine,+382 69 348 793,2150055,"2 Jan, 2021",/c_images/2150055_1_mini-hotel-Bar-10231-3.jpg,https://www.realitica.com/hr/listing/2150055
Prodajem Hotel,Bar,Sutomore,Nema Podataka,Nema Podataka,"€220.000
									",Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Sutomore, Bar, €220.000",Na prvom i drugom spratu se nalaze 4 apartmana ( po 2 apartmana na svakom spratu).,https://barnekretnine.me/property/m...Bar Nekretnine,+382 69 348 793,2185219,"2 Jan, 2021",/c_images/2185219_1_A1092-Sutomore-MiniHotel.jpg,https://www.realitica.com/hr/listing/2185219
Prodajem Hotel,Budva Okolina,Petrovac,Nema Podataka,Nema Podataka,€997.000,536 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Petrovac, Budva Okolina, €997.000","Kuća sa 8 apartmana - gotov posao u Crnoj Gori u divnom mestu Petrovac, kuća se nalazi na rivi, 30 metara od mora.",https://montecondos.comMontecondos,+382 69 541425,2472131 (IRO-392),"22 Dec, 2020","/c_images/2472131_1_ZST5WpSF-1920x0.jpg,/c_images/2472131_2_iFdQ3834-1920x0.jpg,/c_images/2472131_3_6vfcKsRn-1920x0.jpg,/c_images/2472131_4_abYsO2o0-1920x0.jpg",https://www.realitica.com/hr/listing/2472131
Prodajem Hotel,Bar,Šušanj,Nema Podataka,Nema Podataka,€262.500,500 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Šušanj, Bar, €262.500",Kuca s apartmanama Bar Shushan. 450 metara od mora.,https://montecondos.comMontecondos,+382 69 541425,2470699 (IRO-384),"20 Dec, 2020","/c_images/2470699_1_IJS8RxHJ-1920x0.jpg,/c_images/2470699_2_dvxc0hiU-1920x0.jpg,/c_images/2470699_3_xMpKlaP9-1920x0.jpg,/c_images/2470699_4_Wg7s8dgb-1920x0.jpg",https://www.realitica.com/hr/listing/2470699
Prodajem Hotel,Tivat,Nema Podataka,9,Nema Podataka,€309.950,500 m,1.000 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Tivat, €309.950","Zgrada se nalazi na vlastitoj parceli od 1000 m2 na najmanjoj udaljenosti od zračne luke, 15 minuta hoda. U blizini trgovine, škole i kafića. Ima ureda Rent - a - car. Mjesto je dobro održavano i okruženo drvećem, s vrlo lijepim panoramskim pogledom na planine. U blizini se nalaze turistički putevi i parking. Možete se prijaviti za prodaju kao stambene zgrade.

",https://westhill.me/cr/object/2549Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2436026 (2549),"12 Dec, 2020","/c_images/2436026_1_big_viberimage01.jpg,/c_images/2436026_2_big_viberimage05.jpg,/c_images/2436026_3_big_viberimage02.jpg,/c_images/2436026_4_big_viberimage.jpg",https://www.realitica.com/hr/listing/2436026
Prodajem Hotel,Kotor,Strp,Nema Podataka,Nema Podataka,€800.000,380 m,Nema Podataka,1,"5
									",Nema Podataka,Nema Podataka,"Prodajem Hotel, Strp","Nekretnina na prodaju u Crnoj Gori - Mini-hotel u mjestu Strp, u Bokokotorskom zalivu.",https://www.dreammontenegro.com/en/...Dream Estates - Savills Montenegro,0038267618359,1755092,"8 Dec, 2020","https://www.realitica.com/images/listing_photos/1755092_1409027373555-1045-2526--7--s_768x426.jpg,https://www.realitica.com/images/listing_photos/1755092_1409027373556-1045-2526--8--s_768x426.jpg,https://www.realitica.com/images/listing_photos/1755092_1409027373561-1045-2526--9--s_768x426.jpg,https://www.realitica.com/images/listing_photos/1755092_1409027373572-1045-2526--10--s_768x426.jpg",https://www.realitica.com/hr/listing/1755092
Prodajem Hotel,Ulcinj,Nema Podataka,10,Nema Podataka,€105.000,210 m,300 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Ulcinj, €105.000","Mini-hotel sa 10 apartmana u centru Donjeg Stoja. Svi apartmani su potpuno namješteni. Spremni za useljenje. Telefon, internet, satelitska TV, klima uređaj. Parking za pet automobila. Ograđena teritorija. Na lokaciji raste palma i voćke. Pogled na planine, grad. Udaljenost od mora je 700 metara.

",https://westhill.me/cr/object/2213Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2412975 (2213),"7 Dec, 2020","/c_images/2412975_1_big_1.jpeg,/c_images/2412975_2_big_7.jpeg,/c_images/2412975_3_big_12.jpg,/c_images/2412975_4_big_4.jpg",https://www.realitica.com/hr/listing/2412975
Prodajem Hotel,Kotor,Prčanj,43,Nema Podataka,€3.749.999,2.000 m,2.000 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Prčanj, Kotor, €3.749.999","Hotel predstavlja uređeni kompleks adaptirane stare palate na samoj obali mora, i prostranog spoljnog dijela u autentičnom primorskom ambijentu na zapadnoj obali Bokokotorskog zaliva, na idealnoj lokaciji u podnožju brda, između lokalnog puta i mora, na ulazu u gradić Prčanj.",https://westhill.me/cr/object/3554Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2414215 (3554),"4 Dec, 2020","/c_images/2414215_1_big_splprc44.jpg,/c_images/2414215_2_big_splprc25.jpg,/c_images/2414215_3_big_splprc28.jpg,/c_images/2414215_4_big_splprc07.jpg",https://www.realitica.com/hr/listing/2414215
Prodajem Hotel,Ulcinj,Nema Podataka,7,Nema Podataka,€140.000,164 m,255 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Ulcinj, €140.000","Dvospratni mini-hotel sagrađen 2008. godine, sa 7 apartmana sa dva, tri, četiri kreveta. Svaki apartman ima svoje kupatilo, kuhinju, terasu. Kuća je kompletno namještena. Spremna je za useljenje i najam. Telefon, internet, satelitska TV, klima uređaj. Pogled na planinu. Udaljenost do mora je 1500 metara.

",https://westhill.me/cr/object/2215Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2412977 (2215),"3 Dec, 2020","/c_images/2412977_1_big_IMG_2188.jpg,/c_images/2412977_2_big_3.jpg,/c_images/2412977_3_big_7.jpg,/c_images/2412977_4_big_1.jpg",https://www.realitica.com/hr/listing/2412977
Prodajem Hotel,Bar,Čanj,20,Nema Podataka,€250.000,445 m,500 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Čanj, Bar, €250.000",Mini-hotel je smešten na 400 metara uz ravan put od popularne peščane plaže Canj. Sastoji se od dve zgrade + parking za 10 automobila na 200 metara od hotela.,https://westhill.me/cr/object/4516Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2414257 (4516),"29 Nov, 2020","/c_images/2414257_1_big_11.jpeg,/c_images/2414257_2_big_2.jpeg,/c_images/2414257_3_big_7.jpeg,/c_images/2414257_4_big_14.jpeg",https://www.realitica.com/hr/listing/2414257
Prodajem Hotel,Herceg Novi,Herceg Novi,Nema Podataka,Nema Podataka,€380.000,115.000 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Herceg Novi, €380.000","Na prodaju mini hotel / apartmani na prvoj liniji mora u Herceg Novom. Zgrada sadrži tri stana od 20, 25 i 50 m2, tri terase. Apartmani su potpuno opremljeni svime što je potrebno za iznajmljivanje. Uz kuću se nalazi zatvoreni mol. Okružen cjelogodišnjom infrastrukturom.",https://montecondos.comMontecondos,+382 69 541425,2432867 (IRO-198),"2 Nov, 2020","/c_images/2432867_1_CuHzUPwo-1920x0.jpg,/c_images/2432867_2_XOAAYCps-1920x0.jpg,/c_images/2432867_3_nT3pRVnu-1920x0.jpg,/c_images/2432867_4_cZKcqd1b-1920x0.jpg",https://www.realitica.com/hr/listing/2432867
Prodajem Hotel,Herceg Novi,Baošići,Nema Podataka,Nema Podataka,€130.000,156 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Baošići, Herceg Novi, €130.000","Na prodaju se kuca sa apartmanama koji se nalazi u Baošići, grad Herceg Novi. Površina kuće 152 m2. U prizemlju se nalazi prostrana terasa, kuhinja, dve sobe, kupatilo, sauna. Na drugom spratu se nalaze tri apartmana sa kupatilima i zajedničkom kuhinjom. Sa drugog sprata pruža se panoramski pogled na more. Do mora 350 metara.",https://montecondos.comMontecondos,+382 69 541425,2410735 (IRO-88),"2 Nov, 2020","/c_images/2410735_1_U5bbeoMP-1920x0.jpg,/c_images/2410735_2_3xtdZH4V-1920x0.jpg,/c_images/2410735_3_DjEPyqP1-1920x0.jpg,/c_images/2410735_4_fPfX2r2i-1920x0.jpg",https://www.realitica.com/hr/listing/2410735
Prodajem Hotel,Bar,Dobre Vode,Nema Podataka,Nema Podataka,€370.000,617 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Dobre Vode, Bar, €370.000","Pet nivoa, 15 apartmana.",https://barnekretnine.me/property/h...Bar Nekretnine,+382 69 348 793,2241287,"22 Oct, 2020",/c_images/2241287_1_1625-16-1.jpg,https://www.realitica.com/hr/listing/2241287
Prodajem Hotel,Bar,Dobre Vode,Nema Podataka,Nema Podataka,€330.000,450 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Dobre Vode, Bar, €330.000","Apartmanski hotel nalazi se na 350 metara od mora. Radi 7 godina. Svi apartmani imaju površinu od 25m2, a apartmani su od 99m2. Maksimalno 20 - 25 ljudi.",https://montecondos.comMontecondos,+382 69 541425,2411376 (IRO-9),"6 Oct, 2020","/c_images/2411376_1_gMUbWylJ-1920x0.jpg,/c_images/2411376_2_LlpfzlwA-1920x0.jpg,/c_images/2411376_3_CZMuHwth-1920x0.jpg,/c_images/2411376_4_8liMPboq-1920x0.jpg",https://www.realitica.com/hr/listing/2411376
Prodajem Hotel,Kotor,Kotor,3,3,€850.000,180 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Kotor",Nekretnina na prodaju u Crnoj Gori - Na prodaju hostel u centru Starog grada u Kotoru. ,https://www.dreammontenegro.com/en/...Dream Estates - Savills Montenegro,0038267618359,1760205,"28 Sep, 2020","https://www.realitica.com/images/listing_photos/1760205_1479307450161-4046--1--s_768x426.jpg,https://www.realitica.com/images/listing_photos/1760205_1479307450163-4046--3--s_768x426.jpg,https://www.realitica.com/images/listing_photos/1760205_1479307450166-4046--8--s_768x426.jpg,https://www.realitica.com/images/listing_photos/1760205_1479307450169-4046--11--s_768x426.jpg",https://www.realitica.com/hr/listing/1760205
Prodajem Hotel,Ulcinj,Velika Plaža,13,76,€4.830.000,2.981 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Velika Plaža, Ulcinj, €4.830.000","Prodaje se hotel sa 4 zvjezdice, površine 2981m2 kod Velike plaže u Ulcinju.",https://www.multitasknekretnine.me/...Multitask Nekretnine,+382 68 028 219,2181874 (2949),"27 Aug, 2020","/c_images/2181874_1_l_1.jpg,/c_images/2181874_2_l_3.jpg,/c_images/2181874_3_l_2.jpg,/c_images/2181874_4_l_4.jpg",https://www.realitica.com/hr/listing/2181874
Prodajem Hotel,Bar,Bar,47,47,€1.312.500,2.400 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Bar, €1.312.500"," Prodaje se hotel, površine 2400m2, u mjestu Veliki pijesak, u Baru.",https://www.multitasknekretnine.me/...Multitask Nekretnine,+382 68 028 219,1573445 (1358),"27 Aug, 2020","/c_images/1573445_1_l_1.jpg,/c_images/1573445_2_l_4.jpg,/c_images/1573445_3_l_7.jpg,/c_images/1573445_4_l_2.jpg",https://www.realitica.com/hr/listing/1573445
Prodajem Hotel,Herceg Novi,Bijela,19,20,Nema Podataka,790 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Bijela, Herceg Novi"," Prodaje se hotel, površine 790m2, u mjestu Bijela, u Herceg Novom.",https://www.multitasknekretnine.me/...Multitask Nekretnine,+382 68 028 219,1573193 (996),"27 Aug, 2020","/c_images/1573193_1_l_hpim4724.jpg,/c_images/1573193_2_l_hpim4730.jpg,/c_images/1573193_3_l_hpim4720.jpg,/c_images/1573193_4_l_hpim4717.jpg",https://www.realitica.com/hr/listing/1573193
Prodajem Hotel,Podgorica,Centar,6,2,€2.500.000,920 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Centar, Podgorica, €2.500.000","Prodaje se luksuzan hotel, 920 m2 u strogom centru grada, na placu 420 m2.",https://www.multitasknekretnine.me/...Multitask Nekretnine,+382 68 028 219,1571803 (900),"27 Aug, 2020","/c_images/1571803_1_l_214272420.jpg,/c_images/1571803_2_l_214272440.jpg,/c_images/1571803_3_l_180060299.jpg,/c_images/1571803_4_l_180060292.jpg",https://www.realitica.com/hr/listing/1571803
Prodajem Hotel,Tivat,Centar,Nema Podataka,Nema Podataka,€1.700.000,500 m,340 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Centar",,Ivan-Milena,+38267999600,2421160,"12 Jan, 2021","https://www.realitica.com/images/listing_photos/2421160_-hotel-villa-waterfront-montenegro-for-sale-cp-00894--2-.jpg,https://www.realitica.com/images/listing_photos/2421160_-hotel-villa-waterfront-montenegro-for-sale-cp-00894--4-.jpg,https://www.realitica.com/images/listing_photos/2421160_-hotel-villa-waterfront-montenegro-for-sale-cp-00894--6-.jpg,https://www.realitica.com/images/listing_photos/2421160_hotel-villa-waterfront-montenegro-for-sale-cp-00894--14-.jpg",https://www.realitica.com/hr/listing/2421160
Prodajem Hotel,Bar,Šušanj,9,9,€330.000,340 m,Nema Podataka,5,"800
									",Nema Podataka,Nema Podataka,#Beli Hotel KIKSAM#Белый Оте,HITNA PRODAJA!!!,https://www.facebook.com/kiksaminve...Petar,+38268144404,1194273,"12 Jan, 2021","https://www.realitica.com/images/listing_photos/1194273_1-----------.jpg,https://www.realitica.com/images/listing_photos/1194273_2--------------.jpg,https://www.realitica.com/images/listing_photos/1194273_3--------.jpg,https://www.realitica.com/images/listing_photos/1194273_-----------------.jpg",https://www.realitica.com/hr/listing/1194273
Prodajem Hotel,Bar,Šušanj,Nema Podataka,Nema Podataka,"€999.000
									",Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Kuću, Šušanj","Nov mini hotel u Šusanju, Ilino, na 300m udaljenosti od mora. Kapacitet hotela, dvokrevetni, trokrevetni i cetvorokrevetni apartmani. Svaki sadrzi terasu,  kuhinju sa elektricnim uredjajima i kupatilo sa tus kabinom.",http://www.urbannekretnine.comUrban Nekretnine,+38267444913,1421132,"11 Jan, 2021","/b_images/1421132_11201-b03460.1.jpg,/b_images/1421132_11201-b03460.11.jpg,/b_images/1421132_11201-b03460.4.jpg,/b_images/1421132_11201-b03460.6.jpg",https://www.realitica.com/hr/listing/1421132
Prodajem Hotel,Bar,Šušanj,Nema Podataka,Nema Podataka,"€730.000
									",Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Šušanj","Hotel se nalazi u Susanja,na 400m od plaze, povrsine  1100m2, na placu povrsine 360 m2. Hotel  se sastoji od 2 trosobna stana na prizemlju, recepcija, prostorije za osoblje,24 sobe na prvom i drugom spratu (svaka sa sopstvenim kupatilom, balkonom, klima uredjajem...), velikog restorana na trecem spratu i otvorene terase sa lezaljkama.  

",http://www.urbannekretnine.comUrban Nekretnine,+38267444913,1189338,"11 Jan, 2021",https://www.realitica.com/images/listing_photos/1189338_4.jpg,https://www.realitica.com/hr/listing/1189338
